Overall CEFR rating,Learner text,Filename
B2,"Sehr geehrte Damen und Herrn,",1031_0003185.txt
B1,"Deutschland, Stadt X 22/03/2012",1061_0120278.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_25.txt
A2,Stadt X 06.01.2012,1091_0000053.txt
A2,"Liebe Daniela,",1071_0248310.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_47.txt
B1,"Liebe Dana,",1061_0120276.txt
A2,Katharina Schmidt,1091_0000152.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_078.txt
B1,"Stadt X, 9.03.2012",1061_0120876.txt
B2,"Meiner Meinung nach ist dieses Thema sehr interessant. Immer mehrere Menschen nutzen heutzutage keine Traditionen seines Heimatlandes, weil die Welt globaliziert. Die Schnellimbisse wurde  an der Welt gegründet. Immer wenige traditionische Speise zur Verfügung genommen. Die Entwicklung den Ländern sind mit dem Globalization angefangen. Alle Länder gibt es verschiedene Orten, wo wir die Kultur befinden können. In Ungarn gibt es viele Plätze wie zum Beispiel: Heldenplatz, Museum von Ludwig, Parlament. In diesen Plätzen können wir die ungarische Kultur erfahren.",1031_0003243.txt
B2,"Manche sagt, dass Deutsch ist die Sprache der Phylosophi oder der Diskutierung. Deutsch wird ja nicht weltweit gesprochen. Aber Deutsch ist die logischste Sprache in der ganzen Welt. Als man Deutsch lernt, kann man lernen, etwas zu kritisieren oder etwas logisch zu erklären.",1031_0003160.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_038.txt
A2,"Stadt X,09,01,2012",1091_0000087.txt
A2,"stadt X 2012, 02,27",1061_1029118.txt
A1,Liber Jens.,1071_0242092.txt
A2,"Stadt X, 04.01.2012",1091_0000030.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_11.txt
A2,"Liebe Silke,                                       Stadt X 12.02.28",1061_0120359.txt
A2,"08.03.2012, Stadt X",1071_0024877.txt
B1,Liebe leser und Leserin.,1031_0003203.txt
A2,"Lieber Ingo,",1071_0241831.txt
B1,"Liebe Silke,",1061_0120321.txt
B1,"Liebe Julia,",1091_0000116.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_077.txt
A1,"Stadt X, 04.01.2012",1091_0000052.txt
B2,Michael Meier,1023_0001419.txt
A1,Ich glaube du ist glücklich. Hast du ein Sohn oder eine Tochter?,1071_0024831.txt
B2,"Friedrich Winkelmann                              Stadt X, den 08.10.2011",1023_0109515.txt
A2,"Lieber Jens,",1071_0024840.txt
A2,"Thailand, den.26.03.2012",1061_0120887.txt
B1,"Stadt X, 13.04.2012",1061_0120494.txt
B1,"Lieber Jens,",1071_0024834.txt
A2,"Lieber Ingo,",1071_0024704.txt
B1,Hallo Maria!,1091_0000072.txt
B2,"Heutzutage viele Menschen Leben im Ausland aus privaten oder beruflichen Gründen. Sie kommen aus verschiedenen Ländern und verschiedenen Kulturen. Jedes Land hat seine Heimische Traditionen, wie z.B. Kulinarische, Sprachliche usw.",1031_0003154.txt
A2,12.02.2012,1091_0000236.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_095.txt
B2,Worum ich das Deutschlernen für sinvoll halte?,1031_0002005.txt
B2,"Das Thema „Deutschlernen"" ist in besonderem Interesse, weil wir im Zeitalter der Globalisierung leben. Die Welt besteht aus verschiedenen Staaten mit eigenen künstlische und kulturelle Traditonen. Dazu gehört auch die Spache. Man kann dann folgende Frage stellen: Warum nur Englisch, Französisch oder Spanisch nur als „nützllicher"" genannt wird? Diese Thema muss näher untersuchen. Die Hauptargumente für Deutschlernen ist ein wertvolles kulturelles Schätz, wie zum Beispiel die Gedichte und Erzählungen von Goethe und Schiller. Man kann durch das Lesen nur die richtige Gefülle erleben, wenn man ein Wort nach dem anderem im Original lesen kann. Die Übersetzung in anderer Sprache kann vermutlich Sinn des Werks verlieren. Noch ein wichtiges Argument: In jede Spache gibt es die Wörte, die aus deutsche Sprache stammen. Um sie zu verwenden, muss man ihre Bedeutung wissen. Vielleicht benutzen die Deutsche das Wort in einem anderem Kontekst. Nach meiner Erfahrung kann ich so sagen, dass für mich persönlich das Deutschlernen leichter ist, als z.B. Englisch. Mir gefällt wie die deutsche Sprache klingelt, trotz der Schwierigkeiten mit Grammatik. Was ist auch noch wichtig, dass man im Nachbarnländer sowie im Urlaub mich verstehen kann.",1031_0003140.txt
A2,Liebe Julia,1091_0000185.txt
A1,"Lieber Herr Michael,",1071_0248324.txt
A2,Liebe Silke,1061_0120347.txt
B2,Deutsch? Warum nicht!,1031_0003179.txt
A2,16.03.2012,1071_0024804.txt
A2,"Liebe Daniela,                               wie geht es Dir?",1071_0241833.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_043.txt
A2,Stadt X 05.03.12,1061_0120413.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_022.txt
B1,"Liebe Katharina,",1091_0000228.txt
B1,Hallo Liebe Maria!,1091_0000167.txt
B1,Maria Meier,1023_0109250.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_14.txt
B1,Liebe Silke,1061_0120368.txt
A2,16.03.2012,1071_0024801.txt
B1,"Lieber Ingo,",1071_0024709.txt
A2,"Stadt X, 04 01 2012",1091_0000026.txt
B1,"Liebe Julia,                      Stadt X, den 1 Jan. ´12",1091_0000007.txt
B2,"Wohnungsmarkt in Stadt X, Indien",1031_0003273.txt
B2,Michael Meier,1023_0107729.txt
B1,"Liebe Silke,                                          Stadt X, den 23.02.2012",1061_0120307.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_04.txt
A2,Hallo Jens Herzlich Glückwünsch Sie Sint Fata geworden ich freumich fur dich Vie viel wigt das Bebi und wie heist das Bebi istas aien Junge oder ain Mötchen Istes alles oke wigetes die Mamma gehtes ir gut ist ales oke mit ir Bitte wen Sie raus ist ruf mich am Ich wolte vor bei kommen,1071_0248316.txt
B1,"Stadt X, den 28.02.2012",1061_0120330.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_19.txt
B2,"Meiner Meinung nach, wenn es möglich ist, soll man der Kultur des Gastlandes orientieren, oder wenigstens kennenzulernen. Wenn man im Ausland wohnt und will da bleiben, viele Freunde finden und ein volles Leben zu haben, dann glaube ich, das man versuchen soll die gleiche Sachen zu tun was die andere Menschen. Ich habe schon selbe in ausland gewohnt für ein Jahr, aber ich glaube, dass ich ohne an die fremde Kultur zu orientieren, könnte ich da nicht so gut die Sprache lernen und ich könnte nicht so viel Spaß dabei zu haben. Ich glaube es ist wichtig, dass die Menschen neben mir, mich akceptieren und wie eine von sie mich handeln. Ich denke auch, dass es schön ist eine andere Kultur kennen zu lernen. Man kann sehr viel damit lernen und natürlich können die andere Menschen von der Ausländer auch viele interressante Sachen lernen. Es gibt leider so viele Konflikte wenn man nach Ausland geht und will nicht die Kultur dort akceptieren. Kann auch passieren, dass die fremde Leute sich nicht mit einander verstehen. Ich glaube ausländer sind Geste in eine fremde Land und wenn man ein Gast ist soll sich an der Kultur des Gastlandes orientieren, sonder könnte man einfach nur zu Hause in ihre einige Heimatland bleiben und da seine Traditionen üben, wenn sie so wichtig sind.",1031_0003262.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_084.txt
B1,"Stadt X, 13.03.2012",1061_0120498.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_03.txt
A2,Michael Friedrich Meier,1091_0000192.txt
A2,Stadt X 13.03.12,1091_0000270.txt
B1,Bahnhofsstrß 12,1091_0000205.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_36.txt
B2,Eva Maria Meier Winkelmann,1023_0101895.txt
A2,"Liebe Dana,",1061_0120386.txt
B2,Müller Maria Katharina,1023_0109606.txt
B1,"Herren Wohnungsamt,",1091_0000079.txt
B1,"Stadt X, 11-03-2012",1091_0000229.txt
A2,Liebe Daniela,1071_0248346.txt
B2,"In Korea wird der Wohnungsmarkt immer noch schlimmer. Früher war eine Wohnung ein Symbol für das Vermögen, oder eine Art und Weise, das Vermögen erhöhen zu können. Der Vorgang ist so. Man kauft eine große Wohnung, dann nach der Erhöhung des Preises der Wohnung verkäuft man sie. Aber leider geht das nicht mehr, weil alle Leute in Korea schon erkannt haben, dass der Preis der Wohnung Schaum ist. Wir brauchen, es so zu denke, dass die Wohnung nicht mehr eine Weise zum Vermögen ist, sondern ein Mittel zum Leben ist. Diese Veränderung des Erkenntnisse über Wohnung ist jetzt in Korea sehr wichtig. Sonst man kann ihr Geld, dass er in seinem ganzen Leben einspart hat, auf einmal verlieren.",1031_0003167.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_10.txt
B2,Wohnungsmarkt in Stadt X,1031_0003414.txt
B2,"Viele fremden Sprachen zu sprechen ist ein Reichtum. Die deutsche Sprache ist eine der Sprachen, die viele Leute in der Welt sprechen. In Gründe genommen, die deutsche Sprache wird besonderes in Technik, Wissenschaft und Bildung Gebrauch gefunden. Die zahlreiche Maschinen sowie Autos, die in der ganzen Welt benützt werden, stammen aus Deutschland. Im alltäglichen Leben, es ist alles mit dieser Industrie verbunden. Viele von weltbekannten Komponisten in der klassischen Musik kamen aus Deutschland oder spruchen Deutsch. Mit Beherrschen der deutschen Sprache kann man gute Geschäfte mit den deutschen Firmen, die zum Export orientiert sind, machen. Wenn man Deutsch spricht, kann man in Deutschland besser und schneller auch integrieren. Die Sprache ist das eizigste Mittel die Leute besser kennenzulernen. Es gibt noch Tausende von Gründen, um zu erklären warum ist sehr wichtig und sinvoll Deutsch zu lernen. Ich habe viele von den Vorteile entdeckt und weshalb ich habe auch Deutsch gelernt.",1031_0003085.txt
A2,Hallo Jens.,1071_0243502.txt
B1,13.03.12,1091_0000247.txt
B2,Leben zwischen zwei Traditionen,1031_0003410.txt
B1,"Stadt X, den 1. April 2011",1091_0000251.txt
B1,Liebe Silke!,1061_0120308.txt
B1,"Stadt X, 08.03.2012",1061_0120482.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_090.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_081.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_3.txt
B1,Abs.,1023_0001422.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_057.txt
B2,"Sehr geehrte zukünftige Kollegen,",1031_0003393.txt
A2,"Stadt X, 08.03.2012",1071_0024875.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_083.txt
B1,Stadt X den 27.02.12,1061_1202912.txt
B1,"Lieber Ingo,",1071_0024767.txt
A2,Au-pair-Agentur Schultz & Partner,1023_0109029.txt
B1,"Lieber Michael,",1061_0120491.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_017.txt
B2,Wohnungsmarkt in Stadt X,1031_0003368.txt
B1,"Lieber Micael                                            Stadt X, 12.03.2012",1061_0120496.txt
A2,"Stadt X, den 22.02.2012",1061_0120285.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_028.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_072.txt
B1,Hallo Maria! Ich bin ein paar Tage nicht zu Hause. Meine problem ist: ich kann die Haustiere nicht mitnehmen. Bitte können Sie mir helfen? Meine Katze und mein Hund müssen jeden Tag essen trinken und spazieren gehen. Von Montag bis Donnerstag fahre ich zu meine Kuzine nach Stadt X.,1091_0000068.txt
A2,"Stadt X, 09.01.2012",1091_0000086.txt
C1,"Wenn man umziehen muss, dann muss man nach einer Wohnung oder einem Haus suchen. Bei uns in Stadt X ist es üblich zusammen mit der Familie zu wohnen, wenn man noch ledig. ist. Erst nach dem man verheiratet ist, hat man eine eigene Wohnung. Ein Haus zu mieten oder kaufen, kommt selten in Frage, weil bei uns wenig Platz gibt. Das heißt, für die Ausländer, die eine Wohnung oder Haus suchen, kann es schwerig sein.",1031_0003133.txt
A2,"Stadt X, den 27. Februar 2012",1061_1029117.txt
B1,"Stadt X, den 26. März 2012",1061_0120881.txt
B2,"Neulich gibt es viele verschiedene Meinungen über das Thema Tradition und Kulturen, ob man sie im Ausland auch weiter fortsetzen soll oder nicht.",1031_0003155.txt
A2,"Liebe Daniela,                                    30-05-2012",1071_0248304.txt
B2,Wohnungsmarkt in Stadt X,1031_0002004.txt
B1,Liebe meinen zukünftigen Kollegen,1031_0003165.txt
C1,Michael Meier,1023_0108641.txt
A2,"Stadt X, 27.02.2012",1061_0120290.txt
B2,"In Stadt X gibt es viele gute möglichkeiten eine Wohnung zu miten oder zu kaufen. Die meisten Wohnungen sind in Blockhäsern, die nicht höher als vier Stocke sind. In der Stadt gibt es drei Bezirke wo die Bockhäsern stehen und sie sind ca. 10 minuten zum Fuß von Zentrum entfent Die meisten Familien leben in Dreizimmenwohnungen. Aber es gibt auf viele kleine Unterkunfte. Man kann auf enen Zimmer miten bei eine Familie.",1031_0003106.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_056.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_09.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_22.txt
B2,"Lieber Michael,                                       Stadt X, 01.03.12",1061_0012029.txt
B1,"Liebe Katharina,",1091_0000168.txt
A1,"Lieber Ingo,",1071_0242071.txt
A2,28.02.2012,1061_0120349.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_009.txt
A2,"Liebe Daniela,",1071_0242073.txt
B1,"Liebe Julia,",1091_0000273.txt
B1,"Stadt X, 19.01.2012",1091_0000123.txt
B1,Kultur??? Je mehr ... desto Besser!,1031_0003359.txt
A2,"stadt X 05,01'2012",1091_0000020.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_079.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_001.txt
B1,"Stadt X, 9. March",1061_0120858.txt
B2,"Sehr geehrte Damen und Herren,",1031_0003012.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_006.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_077.txt
B2,Eva Müller Winkelmann,1023_0108992.txt
A2,Stadt X 27.02.012,1061_1029120.txt
C1,Das Schreiben ist an die,1031_0003184.txt
B2,"Donnerstag, 27. Oktober 2011",1023_0109891.txt
C1,"Ich finde das Thema besonders intressant, weil im vorigen Jahr habe ich in Deutschland gelebt, wo viele Einwanderer verschiedener Nationen neben den Deutschen wohnen. Ich kenne sogar eine da lebende türkische Familie, die mit diesem Thema sehr modern umgeht. Ich finde, dass ihre Theorie hervorragend ist. Schon am Anfang an hat der Vater es für sehr wichtig gehalten, die Familie in die deutsche Gesellschaft zu integrieren, und deshalb sind sie in ein mittelgroßes Dorf gezogen, wo nur die Türken sind. Zu Hause folgen sie die türkischen Traditionen, das HiearchieSystem ist gegeben, sie beten regelmäßig und sprechen untereinander auf Türkisch. Aber wenn sie das Haus verlassen, tragen sie normale alltägliche Kleidungsstücke und sprechen ausschließlich auf Deutsch. Sie wollen es zeigen, dass obwohl sie aus der Türkei stammen, sind sie Mitglieder der deutschen Gesellschaft, und möchten auf keinen Fall isoliert werden. Bei ihnen sind die Kinder nicht verwirrt, ob sie 100 Prozentig Türken sind oder nicht. Beide Eltern haben an Deutschkursen teilgenommen, die vom Staat organisiert wurde. Ihre Kinder besuchen deutschsprachige Schulen und haben deutsche Freunden. Wie das genannte Beispiel zeigt, kann man das Gleichgewicht finden. In so einem liberalischen Staat wie Deutschland, wo die Einwanderer die Möglichkeit habe in Freiheit zu leben, sollten die Minderheiten zeigen, dass auch sie die Wille haben integriert zu werden. Das Problem shteht oft dann, dass die verschiedene Minderheiten im bestimmten Viertel einer Großstadt leben, sie treffen sich nur mit den da Lebenden, und sie müssen ihre Gegend nicht verlassen um etwas zu erledigen. Die Gefahr steht darin, dass sie ihre ganzes leben lang isoliert leben. Ohne geegnite Sprachkenntnisse z.B. in Deutsch, oder Fachkenntnisse finden Sie keinen Arbeitsplatz, und sie erheben nur di Zahl der Arbeitslosen, und belasten durch ihre Stlaatlichen finanziellen Unterstützung das Staat. Die Situation führt dazu, dass die Einheimischen die Menschen nicht sympathisch finden und willen mit ihnen kein Kontakt knüpfen.",1031_0003239.txt
B1,Friedrich Winkelmann                             den 10 April 2012,1091_0000216.txt
C2,"Die Literatur, Philosophie und Musik sind untrennbar mit der deutschen Sprache verbunden.",German_c2_073.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_022.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_17.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_054.txt
B2,"Stadt X, den 17.12.2011",1031_0003355.txt
A1,"Liebe Daniela,",1071_0242043.txt
B2,Katharina Müller,1023_0109422.txt
A2,Lieber Freund,1071_0024713.txt
C2,Die deutsche Sprache bietet eine faszinierende Vielfalt an Ausdrucksmöglichkeiten.,German_c2_018.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,Text_05.txt
B2,"Stadt X, 09.03.12.",1061_0120875.txt
A2,16.03.2012,1071_0024802.txt
B2,"Stadt X, 28. Oktober 2011",1023_0109880.txt
A1,Guten Tag! Ich heiße Markus. Ich bin dreißig Jahre alt. Ich arbeite als Lehrer.,German_a1_095.txt
A2,lieber Dana.,1061_0120280.txt
B2,In dem 21. Jahrhundert liegt es voll im Trend ins Ausland zu fahren.,1031_0003237.txt
B1,"Stadt X, den 13.03.2012",1061_0120431.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",German_a1_016.txt
B1,"Stadt X, den 22. Februar 2012",1061_0120299.txt
A1,Liber Michael.,1071_0024683.txt
A2,"Sehr geehrte Damen und Herren,",1091_0000198.txt
B1,"Meine Liebe Maria,",1091_0000154.txt
B1,Stadt X 26.03.12,1061_0120885.txt
B2,Katharina Meier,1023_0103826.txt
B2,Julia Winkelmann,1023_0107244.txt
B1,Eva Julia Winkelmann Meier,1023_0101904.txt
A1,"Hallo, mein Name ist Anna. Ich bin zwanzig Jahre alt. Ich komme aus Deutschland.",Text_02.txt
A2,"Stadt X, 26.04.2012",1071_0024779.txt
B2,In Stadt X wohnen,1031_0003356.txt
B1,12.03.12.,1091_0000230.txt
B2,"Meiner Meinung nach, ist es nicht so einfache Entscheidung mit der Traditionen. Wenn man auf einem fremden Land lebt, soll man die Traditionen von dem neuen Heimat berücksichtigen. Alle Länder haben eigene Feste und Traditionen und am liebsten würde man diese Traditionen ihres Heimatlandes fortzusetzen. Man soll nur Deutschland anschauen., Ich war schon dort und ich kann ruhig sagen, dass es wenig so Land gibt, wo die Leuten so gemischt sind wie dort. Ich habe mit Leuten von alle Strecke der Welt dort getroffen, und ich habe mit Deutschen darüber gesprochen, wie kann man diese unterschiedliche Kulturen und Traditionen im eigenen Land akzeptieren. Es hat mir gewundert, dass sie eigentlich damit keine Probleme haben aber es gibt doch Auseinandersetzung, wenn die einheimische Traditionen unsere Umgebung stört. Zum Beispiel die türkische Frauen mit Kopftuch, Im Büro, in der Polizei, oder im Flughafen sind sie nicht richtig erkennbar. Und in solche Situationen muss man verstehen, dass man einige Traditionen nicht forzusetzen soll.",1031_0003226.txt
A1,mein Freund gestern hat kegommt ein Baby sein Baby ist schön und ich Freue euch und Ich wünsche dir von sein Baby geboren Baby heißt Maria Hezlichen Glück wünsch von Baby. Höffntlich Hochzeit Tag.,1071_0248319.txt
B2,"Ich beschäftige mich mit der Frage „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?"" Diese Frage ist sehr aktuell und berührt alle Emmigranten. Von besonderer Bedeutung ist für mich, in Deutschland zu integrieren. Das bedeutet vor allem, man sollte deutsche Sprache lernen, die deutsche Kultur kennenlernen und neuen Freunden finden.",1031_0002085.txt
B1,Was für Ausländer wichtig ist?,1031_0002200.txt
B1,"Liebe Maria,",1091_0000059.txt
A1,"Liebe Jens,",1071_0248318.txt
B1,Stadt X 13.03.2012,1061_0120430.txt
B2,"Die Traditionen seines Heimatlandes fortsetzen im Ausland? Oder Orientierung an der Kultur des Gastlandes? Das ist ein schwere Frage für mich, weil ich immer in meinem Heimatland lebte. Aber ich habe eine mongolische Freundin, die 6 oder 7 Jahr alt war, wenn sie und ihre Familie nach Ungarn kamen. Sie war noch sehr jung, und sie konnte sich schnell „zu Hause fühlen"".z.B. wenn wir in der Schule eine „Weihnachtenparty machten, kaufte sie auch etwas Kleinigkeit den anderen. Aber ihre Mutter und Vater waren ganz anders. Sie waren schon Erwachsene. Sie lernten und üben ihre eigene Traditionen in ihrem Heimatland. So sie übten auch in Ungarn diese Traditionen, und auch die budhische Religion.",1031_0003236.txt
C1,"Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt. Das ist ein Beispiel für einen C1-Satz, der ein spezifisches Thema behandelt.",German_C1_Text_21.txt
B2,Au-pair-Argentur & Partner                                          29.07.2011,1023_0108814.txt
B1,"Lieber Michael,",1061_0120449.txt
A1,"Hallo, Maria,",1071_0024797.txt
